AISHE code,College Name,State,District,web url,Year of established,Location Type(Rural/Urban),Institute Type,NAAC Grade,Accreditation,NIRF Rank,Address,Email,Phone,Description,Logo URL,Status,Verification Notes / Sources
C-27087,Loyola Institute of Technology and Science,Tamil Nadu,Kanniyakumari,www.lites.edu.in,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Loyola Institute of Technology and Science, Kanniyakumari District, Tamil Nadu",NULL,NULL,"Loyola Institute of Technology and Science is a technical education institution located in Kanniyakumari District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.lites.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-41050,LRG Government Arts College for Women,Tamil Nadu,Tiruppur,www.lrggac.in,1971,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"LRG Government Arts College for Women, Tiruppur District, Tamil Nadu",NULL,NULL,"LRG Government Arts College for Women is an undergraduate and postgraduate higher education institution located in Tiruppur District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (www.lrggac.in); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-45420,"M.A. CHIDAMBARAM COLLEGE OF NURSING (Inst. Code - 050), CHENNAI",Tamil Nadu,Chennai,www.macnursing.edu.in,1992,Urban,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"M.A. CHIDAMBARAM COLLEGE OF NURSING (Inst. Code - 050), CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"M.A. CHIDAMBARAM COLLEGE OF NURSING (Inst. Code - 050), CHENNAI is a healthcare education institution situated in Chennai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.macnursing.edu.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-43898,MADHA ARTS AND SCIENCE COLLEGE,Tamil Nadu,Chennai,www.madhaarts.in,2006,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"MADHA ARTS AND SCIENCE COLLEGE, Chennai District, Tamil Nadu",NULL,NULL,"MADHA ARTS AND SCIENCE COLLEGE is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.madhaarts.in); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-14722,Madha College of Education,Tamil Nadu,Chennai,www.madhagroups.org,2007,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Madha College of Education, Chennai District, Tamil Nadu",NULL,NULL,"Madha College of Education is a teacher education institution located in Chennai District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.madhagroups.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-45439,"MADHA COLLEGE OF NURSING (Inst. Code - 156), CHENNAI",Tamil Nadu,Chennai,www.madhanursing.in,1998,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADHA COLLEGE OF NURSING (Inst. Code - 156), CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"MADHA COLLEGE OF NURSING (Inst. Code - 156), CHENNAI is a healthcare education institution situated in Chennai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.madhanursing.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45436,"MADHA COLLEGE OF PHYSIOTHERAPY (Inst. Code - 148), CHENNAI",Tamil Nadu,Chennai,WWW.MADHAGROUPS.ORG,1998,Rural,Health Sciences College,NULL,"Recognized by Government of Tamil Nadu; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADHA COLLEGE OF PHYSIOTHERAPY (Inst. Code - 148), CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"MADHA COLLEGE OF PHYSIOTHERAPY (Inst. Code - 148), CHENNAI is a healthcare education institution situated in Chennai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (WWW.MADHAGROUPS.ORG); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45454,"MADHA DENTAL COLLEGE AND HOSPITA (Inst. Code - 268)L, CHENNAI",Tamil Nadu,Chennai,www.madhadentalcollege.com,2007,Rural,Dental College,NULL,"Approved by Dental Council of India (DCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADHA DENTAL COLLEGE AND HOSPITA (Inst. Code - 268)L, CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"MADHA DENTAL COLLEGE AND HOSPITA (Inst. Code - 268)L, CHENNAI is a healthcare education institution situated in Chennai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.madhadentalcollege.com); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-16595,Madha Engineering College,Tamil Nadu,Kancheepuram,www.madhaengineeringcollege.com,1997,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Madha Engineering College, Kancheepuram District, Tamil Nadu",NULL,NULL,"Madha Engineering College is a technical education institution located in Kancheepuram District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.madhaengineeringcollege.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-16528,Madha Institute of Engineering & Technology,Tamil Nadu,Kancheepuram,https://mietchennai.in/,2009,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Madha Institute of Engineering & Technology, Kancheepuram District, Tamil Nadu",NULL,NULL,"Madha Institute of Engineering & Technology is a technical education institution located in Kancheepuram District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (https://mietchennai.in/); Anna University Affiliated Colleges Directory; AICTE Portal
C-45797,"MADHA MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 464), KANCHEEPURAM",Tamil Nadu,Kancheepuram,mmcri.in,2009,Rural,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADHA MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 464), KANCHEEPURAM, Kancheepuram District, Tamil Nadu",NULL,NULL,"MADHA MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 464), KANCHEEPURAM is a healthcare education institution situated in Kancheepuram District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (mmcri.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-61167,MADONNA ARTS AND SCIENCE COLLEGE FOR WOMEN,Tamil Nadu,Madurai,http://www.madonnacollege.org,2016,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"MADONNA ARTS AND SCIENCE COLLEGE FOR WOMEN, Madurai District, Tamil Nadu",NULL,NULL,"MADONNA ARTS AND SCIENCE COLLEGE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (http://www.madonnacollege.org); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-75754,MADRAS ENGINEERING COLLEGE,Tamil Nadu,Kancheepuram,madrascollege.ac.in,2025,Urban,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"MADRAS ENGINEERING COLLEGE, Kancheepuram District, Tamil Nadu",NULL,NULL,"MADRAS ENGINEERING COLLEGE is a technical education institution located in Kancheepuram District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (madrascollege.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-45479,"MADRAS ENT RESEARCH FOUNDATION (P) LTD., (Inst. Code - 402), CHENNAI",Tamil Nadu,Chennai,www.merfmk.com,1996,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"MADRAS ENT RESEARCH FOUNDATION (P) LTD., (Inst. Code - 402), CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"MADRAS ENT RESEARCH FOUNDATION (P) LTD., (Inst. Code - 402), CHENNAI is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.merfmk.com); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-45415,"MADRAS MEDICAL COLLEGE, COLLEGE OF NURSING (Inst. Code - 163), CHENNAI",Tamil Nadu,Chennai,www.mmc.tn.gov.in,1967,Urban,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADRAS MEDICAL COLLEGE, COLLEGE OF NURSING (Inst. Code - 163), CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"MADRAS MEDICAL COLLEGE, COLLEGE OF NURSING (Inst. Code - 163), CHENNAI is a healthcare education institution situated in Chennai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mmc.tn.gov.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45416,"MADRAS MEDICAL COLLEGE, COLLEGE OF PHARMACY (Inst. Code - 184), CHENNAI",Tamil Nadu,Chennai,www.mmc.tn.gov.in,1897,Urban,Pharmacy College,NULL,"Approved by Pharmacy Council of India (PCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADRAS MEDICAL COLLEGE, COLLEGE OF PHARMACY (Inst. Code - 184), CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"MADRAS MEDICAL COLLEGE, COLLEGE OF PHARMACY (Inst. Code - 184), CHENNAI is a healthcare education institution situated in Chennai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mmc.tn.gov.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-49008,"MADRAS MEDICAL COLLEGE & GOVT. GENERAL HOSPITAL (Inst. Code - 395), CHENNAI",Tamil Nadu,Chennai,www.mmc.ac.in,1835,Urban,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADRAS MEDICAL COLLEGE & GOVT. GENERAL HOSPITAL (Inst. Code - 395), CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"MADRAS MEDICAL COLLEGE & GOVT. GENERAL HOSPITAL (Inst. Code - 395), CHENNAI is a healthcare education institution situated in Chennai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mmc.ac.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45402,"MADRAS MEDICAL COLLEGE & HOSPITAL  (Inst. Code - 001),  CHENNAI",Tamil Nadu,Chennai,www.mmcrgggh.tn.gov.in,1835,Urban,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADRAS MEDICAL COLLEGE & HOSPITAL  (Inst. Code - 001),  CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"MADRAS MEDICAL COLLEGE & HOSPITAL  (Inst. Code - 001),  CHENNAI is a healthcare education institution situated in Chennai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mmcrgggh.tn.gov.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45646,"MADURAI APOLLO COLLEGE OF NURSING (Inst. Code - 359), MADURAI",Tamil Nadu,Madurai,https://www.apollohospitals.com/,2010,Urban,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADURAI APOLLO COLLEGE OF NURSING (Inst. Code - 359), MADURAI, Madurai District, Tamil Nadu",apollocbe@apollohospitals.com,0452-2580893,"MADURAI APOLLO COLLEGE OF NURSING (Inst. Code - 359), MADURAI is a healthcare education institution situated in Madurai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,Tamil Nadu Health Department Selection Committee Directory (tnhealth.tn.gov.in); TN Dr MGR Medical University Records; Apollo Hospitals Educational Institutions Directory; INC Approved; TN MGRMU Affiliated
C-36562,MADURAI GANDHI NMR SUBBARAMAN COLLEGE FOR WOMEN,Tamil Nadu,Madurai,www.mgnmrscollege.in,2010,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"MADURAI GANDHI NMR SUBBARAMAN COLLEGE FOR WOMEN, Madurai District, Tamil Nadu",NULL,NULL,"MADURAI GANDHI NMR SUBBARAMAN COLLEGE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.mgnmrscollege.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-45642,"MADURAI MEDICAL COLLEGE, COLLEGE OF NURSING (Inst. Code - 275), MADURAI",Tamil Nadu,Madurai,www.mdmc.ac.in,2003,Urban,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADURAI MEDICAL COLLEGE, COLLEGE OF NURSING (Inst. Code - 275), MADURAI, Madurai District, Tamil Nadu",NULL,NULL,"MADURAI MEDICAL COLLEGE, COLLEGE OF NURSING (Inst. Code - 275), MADURAI is a healthcare education institution situated in Madurai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mdmc.ac.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45639,"MADURAI MEDICAL COLLEGE, COLLEGE OF PHARMACY (Inst. Code - 185),  MADURAI",Tamil Nadu,Madurai,www.mdmc.ac.in.,1963,Urban,Pharmacy College,NULL,"Approved by Pharmacy Council of India (PCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADURAI MEDICAL COLLEGE, COLLEGE OF PHARMACY (Inst. Code - 185),  MADURAI, Madurai District, Tamil Nadu",NULL,NULL,"MADURAI MEDICAL COLLEGE, COLLEGE OF PHARMACY (Inst. Code - 185),  MADURAI is a healthcare education institution situated in Madurai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mdmc.ac.in.); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45404,"MADURAI MEDICAL COLLEGE & HOSPITAL (Inst. Code - 003), MADURAI",Tamil Nadu,Madurai,www.mdmc.tn.gov.in,1954,Urban,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MADURAI MEDICAL COLLEGE & HOSPITAL (Inst. Code - 003), MADURAI, Madurai District, Tamil Nadu",NULL,NULL,"MADURAI MEDICAL COLLEGE & HOSPITAL (Inst. Code - 003), MADURAI is a healthcare education institution situated in Madurai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mdmc.tn.gov.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-48270,MADURAI SCHOOL OF MANAGEMENT,Tamil Nadu,Madurai,www.msm-tn.in,2012,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"MADURAI SCHOOL OF MANAGEMENT, Madurai District, Tamil Nadu",NULL,NULL,"MADURAI SCHOOL OF MANAGEMENT is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.msm-tn.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-28534,"Madurai Sivakasi Nadar Pioneer Meenaksmi Women college, Poovanthi",Tamil Nadu,Sivaganga,www.msnpioneermeenakshicollege.org,1999,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Alagappa University,NULL,"Madurai Sivakasi Nadar Pioneer Meenaksmi Women college, Poovanthi, Sivaganga District, Tamil Nadu",NULL,NULL,"Madurai Sivakasi Nadar Pioneer Meenaksmi Women college, Poovanthi is an undergraduate and postgraduate higher education institution located in Sivaganga District, Tamil Nadu, affiliated with Alagappa University.",NULL,active,Official College Portal (www.msnpioneermeenakshicollege.org); Alagappa University Affiliated Colleges Directory; UGC List of Approved Colleges
C-70741,MAGNA COLLEGE OF ARTS AND SCIENCE,Tamil Nadu,Thiruvallur,https://magnacas.edu.in/,2022,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"MAGNA COLLEGE OF ARTS AND SCIENCE, Thiruvallur District, Tamil Nadu",NULL,NULL,"MAGNA COLLEGE OF ARTS AND SCIENCE is an undergraduate and postgraduate higher education institution located in Thiruvallur District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (https://magnacas.edu.in/); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-16496,Maha Barathi Engineering College,Tamil Nadu,Kallakurichi,www.mbec.ac.in,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Maha Barathi Engineering College, Kallakurichi District, Tamil Nadu",NULL,NULL,"Maha Barathi Engineering College is a technical education institution located in Kallakurichi District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mbec.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-27055,Mahakavi Bharathiyar College of Engineering and Technology,Tamil Nadu,Tenkasi,www.mbceat.ac.in,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Mahakavi Bharathiyar College of Engineering and Technology, Tenkasi District, Tamil Nadu",NULL,NULL,"Mahakavi Bharathiyar College of Engineering and Technology is a technical education institution located in Tenkasi District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.mbceat.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-72537,MAHALAKSHMI COLLEGE OF ALLIED HEALTH SCIENCE,Tamil Nadu,Tiruchirappalli,www.mahalakshmicollegealliedhealthscience,2023,Rural,Health Sciences College,NULL,"Recognized by Government of Tamil Nadu; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MAHALAKSHMI COLLEGE OF ALLIED HEALTH SCIENCE, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"MAHALAKSHMI COLLEGE OF ALLIED HEALTH SCIENCE is a healthcare education institution situated in Tiruchirappalli District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.mahalakshmicollegealliedhealthscience); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-43947,MAHALAKSHMI COLLEGE OF ARTS AND SCIENCE,Tamil Nadu,Chennai,www.mahalashmiwomenscollege.edu.in,1998,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"MAHALAKSHMI COLLEGE OF ARTS AND SCIENCE, Chennai District, Tamil Nadu",NULL,NULL,"MAHALAKSHMI COLLEGE OF ARTS AND SCIENCE is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.mahalashmiwomenscollege.edu.in); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-71817,MAHALAKSHMI COLLEGE OF NURSING,Tamil Nadu,Tiruchirappalli,mahalakshmicollegeofnursing.com,2023,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MAHALAKSHMI COLLEGE OF NURSING, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"MAHALAKSHMI COLLEGE OF NURSING is a healthcare education institution situated in Tiruchirappalli District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (mahalakshmicollegeofnursing.com); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-25065,Mahalakshmi Tech Campus,Tamil Nadu,Chengalpattu,https://mahalakshmitechcampus.com,2011,Urban,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Mahalakshmi Tech Campus, Chengalpattu District, Tamil Nadu",NULL,NULL,"Mahalakshmi Tech Campus is a technical education institution located in Chengalpattu District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (https://mahalakshmitechcampus.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-41081,Maharani Arts and Science Women's College,Tamil Nadu,Tiruppur,www.maharanicollege.ac.in,2000,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"Maharani Arts and Science Women's College, Tiruppur District, Tamil Nadu",NULL,NULL,"Maharani Arts and Science Women's College is an undergraduate and postgraduate higher education institution located in Tiruppur District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (www.maharanicollege.ac.in); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14568,Maharani College of Education,Tamil Nadu,Erode,www.maharanicolleges.org,2006,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Maharani College of Education, Erode District, Tamil Nadu",NULL,NULL,"Maharani College of Education is a teacher education institution located in Erode District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.maharanicolleges.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-47513,"MAHARANI NURSING COLLEGE ,  TIRUPPUR",Tamil Nadu,Tiruppur,www.maharanicolleges.org,2009,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"MAHARANI NURSING COLLEGE ,  TIRUPPUR, Tiruppur District, Tamil Nadu",NULL,NULL,"MAHARANI NURSING COLLEGE ,  TIRUPPUR is a healthcare education institution situated in Tiruppur District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.maharanicolleges.org); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-25005,Mahath Amma Institute of Engineering and Technology,Tamil Nadu,Pudukkottai,https://www.maietpdkt.in/,2009,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Mahath Amma Institute of Engineering and Technology, Pudukkottai District, Tamil Nadu",NULL,NULL,"Mahath Amma Institute of Engineering and Technology is a technical education institution located in Pudukkottai District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (https://www.maietpdkt.in/); Anna University Affiliated Colleges Directory; AICTE Portal
C-14584,Mahathma College of Education,Tamil Nadu,Tiruchirappalli,bed.mahathma.org,2008,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Mahathma College of Education, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"Mahathma College of Education is a teacher education institution located in Tiruchirappalli District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (bed.mahathma.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-35886,"Mahatma Arts and Science College, Ariyur Village, Iluppur Taluk, Pudukkottai District-622 101.",Tamil Nadu,Pudukkottai,www.mahatmacollegespdkt.org,2006,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathidasan University,NULL,"Mahatma Arts and Science College, Ariyur Village, Iluppur Taluk, Pudukkottai District-622 101., Pudukkottai District, Tamil Nadu",NULL,NULL,"Mahatma Arts and Science College, Ariyur Village, Iluppur Taluk, Pudukkottai District-622 101. is an undergraduate and postgraduate higher education institution located in Pudukkottai District, Tamil Nadu, affiliated with Bharathidasan University.",NULL,active,Official College Portal (www.mahatmacollegespdkt.org); Bharathidasan University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14435,Mahatma College of Education,Tamil Nadu,Pudukkottai,www.mahatmacollegespdkt.org,2008,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Mahatma College of Education, Pudukkottai District, Tamil Nadu",NULL,NULL,"Mahatma College of Education is a teacher education institution located in Pudukkottai District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.mahatmacollegespdkt.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-41159,"Mahatma Gandhi College of Arts & Science, V.R.Naidu Nagar.",Tamil Nadu,Tirunelveli,www.mahatmagandhiartsandscience.org,2010,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Manonmaniam Sundaranar University,NULL,"Mahatma Gandhi College of Arts & Science, V.R.Naidu Nagar., Tirunelveli District, Tamil Nadu",NULL,NULL,"Mahatma Gandhi College of Arts & Science, V.R.Naidu Nagar. is an undergraduate and postgraduate higher education institution located in Tirunelveli District, Tamil Nadu, affiliated with Manonmaniam Sundaranar University.",NULL,active,Official College Portal (www.mahatmagandhiartsandscience.org); Manonmaniam Sundaranar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14472,Mahatma Gandhi College of Education,Tamil Nadu,Tirunelveli,www.mahatmagandhiedu.org,2007,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Mahatma Gandhi College of Education, Tirunelveli District, Tamil Nadu",NULL,NULL,"Mahatma Gandhi College of Education is a teacher education institution located in Tirunelveli District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.mahatmagandhiedu.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
